Ticker,Nome delle partecipazioni,% del valore di mercato,Settore,Regione,Valore di mercato,Azioni
HEN,Henkel AG & Co. KGaA,"0,0685%",Household Equipment and Products,DE,"2.548.768,00 €",34.630
MOWI,Mowi ASA,"0,0677%","Farming, Fishing, Ranching and Plantatio",NO,"2.518.307,79 €",152.875
BALN,Baloise Holding AG,"0,0675%",Full Line Insurance,CH,"2.513.981,95 €",15.793
AKRBP,Aker BP ASA,"0,067%",Oil: Crude Producers,NO,"2.493.021,97 €",105.696
SMIN,Smiths Group plc,"0,0669%",Diversified Industrials,GB,"2.490.135,63 €",123.300
MKS,Marks & Spencer Group plc,"0,0669%",Food Retailers and Wholesalers,GB,"2.489.225,48 €",702.798
ERF,Eurofins Scientific SE,"0,0667%",Medical Services,LU,"2.482.231,68 €",44.838
METSO,Metso Oyj,"0,0665%",Machinery: Construction and Handling,FI,"2.475.362,28 €",221.212
AC,Accor SA,"0,0665%",Hotels and Motels,FR,"2.473.977,80 €",62.020
RED,Redeia Corp. SA,"0,0663%",Conventional Electricity,ES,"2.469.124,28 €",149.282
ABN,ABN AMRO Bank NV,"0,0656%",Banks,NL,"2.442.041,65 €",156.041
WTB,Whitbread plc,"0,0654%",Hotels and Motels,GB,"2.435.878,05 €",70.334
TEN,Tenaris SA,"0,0651%",Oil Equipment and Services,LU,"2.422.822,98 €",160.505
NIBE B,Nibe Industrier AB Class B,"0,065%",Building: Climate Control,SE,"2.421.183,29 €",517.868
,Air Liquide SA,"0,0639%",Specialty Chemicals,FR,"2.378.101,88 €",13.178
G1A,GEA Group AG,"0,0627%",Machinery: Industrial,DE,"2.334.544,08 €",60.986
PZU,Powszechny Zaklad Ubezpieczen SA,"0,0627%",Full Line Insurance,PL,"2.333.805,10 €",199.494
CON,Continental AG,"0,0625%",Auto Parts,DE,"2.326.966,88 €",37.387
TEL,Telenor ASA,"0,0625%",Telecommunications Services,NO,"2.326.263,77 €",216.671
DCC,DCC plc,"0,0623%",Industrial Suppliers,IE,"2.319.964,17 €",34.765
OMV,OMV AG,"0,0621%",Integrated Oil and Gas,AT,"2.312.092,48 €",50.002
EN,Bouygues SA,"0,0619%",Construction,FR,"2.304.144,00 €",64.004
SYENS,Syensqo SA,"0,0616%",Diversified Materials,BE,"2.292.173,66 €",25.073
RXL,Rexel SA,"0,0613%",Electrical Components,FR,"2.282.867,28 €",82.088
TRYG,Tryg A/S,"0,061%",Full Line Insurance,DK,"2.271.934,37 €",120.014
SPSN,Swiss Prime Site AG,"0,0609%",Real Estate Holding and Development,CH,"2.267.038,00 €",26.654
INDT,Indutrade AB,"0,0606%",Diversified Industrials,SE,"2.257.321,43 €",95.314
BKG,Berkeley Group Holdings plc,"0,0606%",Home Construction,GB,"2.256.939,25 €",36.725
EPI B,Epiroc AB Class B,"0,0604%",Machinery: Construction and Handling,SE,"2.248.796,15 €",130.731
ASRNL,ASR Nederland NV,"0,0599%",Full Line Insurance,NL,"2.231.366,40 €",50.256
WEIR,Weir Group plc,"0,0596%",Machinery: Construction and Handling,GB,"2.218.124,67 €",89.044
SIGN,SIG Group AG,"0,0591%",Containers and Packaging,CH,"2.199.274,66 €",114.998
BME,B&M European Value Retail SA,"0,059%",Diversified Retailers,LU,"2.196.821,04 €",343.946
VIV,Vivendi SE,"0,0584%",Radio and TV Broadcasters,FR,"2.175.560,20 €",215.402
TEP,Teleperformance SE,"0,0582%",Professional Business Support Services,FR,"2.166.822,00 €",20.755
ELISA,Elisa Oyj,"0,0578%",Telecommunications Services,FI,"2.150.713,60 €",50.368
INDU C,Industrivarden AB Class C,"0,0575%",Asset Managers and Custodians,SE,"2.139.579,33 €",66.364
MAERSK B,AP Moller - Maersk A/S Class B,"0,0574%",Marine Transportation,DK,"2.137.430,50 €",1.279
SRT3,Sartorius AG Preference Shares,"0,0574%",Medical Equipment,DE,"2.135.343,00 €",8.842
FORTUM,Fortum Oyj,"0,0568%",Conventional Electricity,FI,"2.112.761,25 €",150.750
CCH,Coca-Cola HBC AG,"0,0567%",Soft Drinks,CH,"2.112.332,26 €",68.017
TW.,Taylor Wimpey plc,"0,0567%",Home Construction,GB,"2.109.049,06 €",1.222.080
LEG,LEG Immobilien SE,"0,0564%",Real Estate Holding and Development,DE,"2.100.785,16 €",25.859
GBLB,Groupe Bruxelles Lambert NV,"0,0564%",Diversified Financial Services,BE,"2.100.524,40 €",29.922
KOG,Kongsberg Gruppen ASA,"0,0564%",Diversified Industrials,NO,"2.097.638,38 €",26.527
UHR,Swatch Group AG (Bearer),"0,055%",Luxury Items,CH,"2.048.304,11 €",10.386
PEO,Bank Polska Kasa Opieki SA,"0,0549%",Banks,PL,"2.042.149,07 €",54.551
TELIA,Telia Co. AB,"0,0547%",Telecommunications Services,SE,"2.035.276,18 €",852.760
KGF,Kingfisher plc,"0,0545%",Home Improvement Retailers,GB,"2.029.013,23 €",655.073
GET,Getlink SE,"0,0541%",Railroads,FR,"2.014.207,07 €",124.449
VOLV A,Volvo AB Class A,"0,0538%",Commercial Vehicles and Parts,SE,"2.001.524,58 €",80.240
SKA B,Skanska AB Class B,"0,0537%",Construction,SE,"1.999.942,22 €",123.262
ELE,Endesa SA,"0,0536%",Conventional Electricity,ES,"1.994.059,50 €",108.965
SMDS,DS Smith plc,"0,0535%",Containers and Packaging,GB,"1.991.421,57 €",445.668
ORK,Orkla ASA,"0,0533%",Food Products,NO,"1.984.587,55 €",270.799
BEIJ B,Beijer Ref AB Class B,"0,0533%",Machinery: Specialty,SE,"1.983.744,38 €",133.114
BDEV,Barratt Developments plc,"0,0532%",Home Construction,GB,"1.978.825,24 €",335.305
PST,Poste Italiane SPA,"0,0531%",Life Insurance,IT,"1.974.798,00 €",156.730
BARN,Barry Callebaut AG,"0,0528%",Food Products,CH,"1.963.548,03 €",1.228
LAND,Land Securities Group plc,"0,0527%",Diversified REITs,GB,"1.961.820,43 €",256.361
SBRY,J Sainsbury plc,"0,0526%",Food Retailers and Wholesalers,GB,"1.958.477,86 €",602.419
HWDN,Howden Joinery Group plc,"0,0525%",Home Improvement Retailers,GB,"1.954.841,90 €",183.670
IMI,IMI plc,"0,0524%",Electronic Equipment: Control and Filter,GB,"1.952.280,60 €",89.737
JMT,Jeronimo Martins SGPS SA,"0,0523%",Food Retailers and Wholesalers,PT,"1.946.600,46 €",94.587
PSN,Persimmon plc,"0,0519%",Home Construction,GB,"1.932.745,55 €",114.046
LI,Klepierre SA,"0,0519%",Retail REITs,FR,"1.931.798,40 €",72.624
ADEN,Adecco Group AG,"0,0516%",Business Training and Employment Agencie,CH,"1.920.835,47 €",55.103
AKE,Arkema SA,"0,0515%",Chemicals: Diversified,FR,"1.915.406,25 €",20.431
GF,Georg Fischer AG,"0,0512%",Machinery: Industrial,CH,"1.907.120,56 €",28.647
BEZ,Beazley plc,"0,0512%",Property and Casualty Insurance,GB,"1.906.830,02 €",235.633
DHER,Delivery Hero SE Class A,"0,0509%",Consumer Services: Misc.,DE,"1.896.121,67 €",67.937
LIFCO B,Lifco AB Class B,"0,0509%",Diversified Industrials,SE,"1.893.399,81 €",77.818
SOBI,Swedish Orphan Biovitrum AB,"0,05%",Pharmaceuticals,SE,"1.862.372,80 €",75.296
EMSN,EMS-Chemie Holding AG,"0,0499%",Specialty Chemicals,CH,"1.858.909,77 €",2.447
BOL,Bollore SE,"0,0496%",Transportation Services,FR,"1.847.649,69 €",299.457
BKT,Bankinter SA,"0,0496%",Banks,ES,"1.845.310,60 €",227.255
ZAL,Zalando SE,"0,0494%",Apparel Retailers,DE,"1.838.926,00 €",75.832
ALO,Alstom SA,"0,0492%",Electrical Components,FR,"1.832.677,28 €",101.872
G24,Scout24 SE,"0,049%",Consumer Digital Services,DE,"1.823.281,60 €",26.348
PSPN,PSP Swiss Property AG,"0,0486%",Real Estate Holding and Development,CH,"1.809.099,79 €",15.638
RAND,Randstad NV,"0,0485%",Business Training and Employment Agencie,NL,"1.805.900,80 €",37.312
GFC,Gecina SA,"0,0477%",Office REITs,FR,"1.776.060,00 €",17.940
SAGA B,Sagax AB Class B,"0,0477%",Real Estate Holding and Development,SE,"1.774.726,06 €",73.257
RMV,Rightmove plc,"0,0475%",Real Estate Services,GB,"1.768.564,46 €",282.816
MNG,M&G plc,"0,0474%",Asset Managers and Custodians,GB,"1.764.322,28 €",755.579
BMW3,Bayerische Motoren Werke AG Preference Shares,"0,0473%",Automobiles,DE,"1.762.519,20 €",19.938
CAST,Castellum AB,"0,0469%",Real Estate Holding and Development,SE,"1.745.720,96 €",152.675
VER,Verbund AG,"0,0468%",Alternative Electricity,AT,"1.742.338,80 €",22.986
ENT,Entain plc,"0,0468%",Casinos and Gambling,IM,"1.740.242,75 €",219.761
NEXI,Nexi SPA,"0,0463%",Transaction Processing Services,IT,"1.722.160,65 €",282.785
TEL2 B,Tele2 AB,"0,046%",Telecommunications Services,SE,"1.713.574,63 €",190.689
ALE,Allegro.eu SA,"0,0459%",Consumer Services: Misc.,LU,"1.708.949,05 €",193.357
,L'Oreal SA,"0,0453%",Cosmetics,FR,"1.685.428,80 €",3.728
MAERSK A,AP Moller - Maersk A/S Class A,"0,0453%",Marine Transportation,DK,"1.685.218,28 €",1.044
KGH,KGHM Polska Miedz SA,"0,0448%",Copper,PL,"1.667.561,36 €",46.982
YAR,Yara International ASA,"0,0448%",Fertilizers,NO,"1.667.008,38 €",58.494
CTEC,ConvaTec Group plc,"0,0448%",Medical Supplies,GB,"1.666.239,01 €",571.491
EVD,CTS Eventim AG & Co. KGaA,"0,0446%",Entertainment,DE,"1.661.762,60 €",20.929
PUM,Puma SE,"0,0443%",Footwear,DE,"1.650.460,50 €",34.710
REC,Recordati Industria Chimica e Farmaceutica SPA,"0,0437%",Pharmaceuticals,IT,"1.628.369,60 €",33.644
EVK,Evonik Industries AG,"0,0436%",Specialty Chemicals,DE,"1.623.886,70 €",80.510
BLND,British Land Co. plc,"0,0436%",Diversified REITs,GB,"1.621.984,36 €",315.896
KESKOB,Kesko Oyj Class B,"0,0435%",Food Retailers and Wholesalers,FI,"1.619.214,96 €",96.843
WDP,Warehouses De Pauw CVA,"0,0434%",Industrial REITs,BE,"1.616.116,68 €",60.393
LPP,Lpp SA,"0,0434%",Clothing and Accessories,PL,"1.614.718,82 €",398
KBX,Knorr-Bremse AG,"0,0431%",Railroad Equipment,DE,"1.602.831,80 €",22.703
HL.,Hargreaves Lansdown plc,"0,0429%",Asset Managers and Custodians,GB,"1.596.752,83 €",128.989
HSX,Hiscox Ltd.,"0,0428%",Full Line Insurance,BM,"1.594.411,41 €",119.044
EDPR,EDP Renovaveis SA,"0,0428%",Alternative Electricity,ES,"1.592.704,00 €",108.200
CPR,Davide Campari-Milano NV,"0,0427%",Distillers and Vintners,NL,"1.587.900,14 €",173.087
DIM,Sartorius Stedim Biotech,"0,0426%",Medical Supplies,FR,"1.586.132,60 €",8.684
NEM,Nemetschek SE,"0,0426%",Software,DE,"1.583.940,90 €",18.958
SECU B,Securitas AB Class B,"0,042%",Security Services,SE,"1.563.634,85 €",165.610
DIE,D'ieteren Group,"0,0418%",Auto Services,BE,"1.554.484,80 €",7.788
AM,Dassault Aviation SA,"0,0414%",Aerospace,FR,"1.541.653,00 €",7.747
PHNX,Phoenix Group Holdings plc,"0,0413%",Life Insurance,GB,"1.538.534,39 €",264.377
SCHN,Schindler Holding AG (Registered),"0,0411%",Machinery: Industrial,CH,"1.531.602,75 €",6.579
DNP,Dino Polska SA,"0,0411%",Food Retailers and Wholesalers,PL,"1.528.398,42 €",16.660
AMP,Amplifon SPA,"0,0408%",Medical Supplies,IT,"1.520.000,40 €",44.904
HELN,Helvetia Holding AG,"0,0402%",Full Line Insurance,CH,"1.495.675,32 €",12.096
BRBY,Burberry Group plc,"0,0397%",Clothing and Accessories,GB,"1.478.209,42 €",121.778
IPN,Ipsen SA,"0,0397%",Pharmaceuticals,FR,"1.477.711,80 €",12.253
ADP,Aeroports de Paris SA,"0,0395%",Transportation Services,FR,"1.468.582,20 €",11.202
VALMT,Valmet Oyj,"0,0394%",Machinery: Industrial,FI,"1.465.987,68 €",59.448
AALB,Aalberts NV,"0,0392%",Electronic Equipment: Control and Filter,NL,"1.460.615,70 €",33.485
BIM,BioMerieux,"0,0389%",Medical Equipment,FR,"1.448.020,75 €",14.905
AMUN,Amundi SA,"0,0389%",Asset Managers and Custodians,FR,"1.447.901,10 €",20.494
DEMANT,Demant A/S,"0,0386%",Medical Equipment,DK,"1.437.858,10 €",32.598
BEAN,Belimo Holding AG,"0,0384%",Building: Climate Control,CH,"1.428.156,07 €",3.335
TECN,Tecan Group AG,"0,0378%",Medical Equipment,CH,"1.406.910,46 €",4.314
SCR,Scor Se,"0,0374%",Reinsurance,FR,"1.393.933,68 €",52.641
SW,Sodexo SA,"0,0374%",Restaurants and Bars,FR,"1.391.510,90 €",16.237
SOF,Sofina SA,"0,0371%",Asset Managers and Custodians,BE,"1.382.084,00 €",6.220
AVOL,Avolta AG,"0,0367%",Specialty Retailers,CH,"1.366.127,43 €",36.596
TLX,Talanx AG,"0,0367%",Reinsurance,DE,"1.365.271,60 €",18.664
LOTB,Lotus Bakeries NV,"0,0365%",Food Products,BE,"1.359.420,00 €",139
RS1,RS GROUP plc,"0,0364%",Industrial Suppliers,GB,"1.354.146,40 €",164.125
BALD B,Fastighets AB Balder Class B,"0,0361%",Real Estate Holding and Development,SE,"1.345.349,83 €",217.386
LHA,Deutsche Lufthansa AG,"0,036%",Airlines,DE,"1.338.775,07 €",208.467
JD.,JD Sports Fashion plc,"0,0359%",Apparel Retailers,GB,"1.334.717,85 €",892.591
ORNBV,Orion Oyj Class B,"0,0358%",Pharmaceuticals,FI,"1.334.437,92 €",35.604
SPL,Santander Bank Polska SA,"0,0358%",Banks,PL,"1.333.931,56 €",11.303
LATO B,Investment AB Latour Class B,"0,0355%",Diversified Industrials,SE,"1.323.146,82 €",51.754
VOW,Volkswagen AG,"0,0355%",Automobiles,DE,"1.320.832,50 €",10.075
EDV,Endeavour Mining plc,"0,0354%",Gold Mining,GB,"1.316.926,51 €",65.398
SDR,Schroders plc,"0,0354%",Asset Managers and Custodians,GB,"1.316.080,40 €",286.412
RAA,Rational AG,"0,0352%",Electronic Equipment: Other,DE,"1.308.720,00 €",1.680
HIK,Hikma Pharmaceuticals plc,"0,0351%",Pharmaceuticals,GB,"1.307.340,50 €",57.757
ANDR,Andritz AG,"0,035%",Machinery: Industrial,AT,"1.302.205,10 €",23.698
JMAT,Johnson Matthey plc,"0,0348%",Chemicals: Diversified,GB,"1.295.034,56 €",62.811
UTG,UNITE Group plc,"0,0348%",Residential REITs,GB,"1.294.686,55 €",118.510
UMI,Umicore SA,"0,0347%",Specialty Chemicals,BE,"1.292.106,97 €",71.269
BC8,Bechtle AG,"0,0345%",Computer Services,DE,"1.284.158,88 €",28.767
FHZN,Flughafen Zurich AG,"0,034%",Transportation Services,CH,"1.264.998,18 €",6.456
GETI B,Getinge AB,"0,0339%",Medical Equipment,SE,"1.263.397,47 €",77.138
MRL,Merlin Properties Socimi SA,"0,0338%",Diversified REITs,ES,"1.259.222,34 €",114.267
TEMN,Temenos AG,"0,0336%",Software,CH,"1.252.060,94 €",21.142
SALM,Salmar ASA,"0,0335%","Farming, Fishing, Ranching and Plantatio",NO,"1.248.158,62 €",22.286
INW,Infrastrutture Wireless Italiane SPA,"0,0334%",Telecommunications Services,IT,"1.245.114,60 €",123.892
LUND B,L E Lundbergforetagen AB Class B,"0,0332%",Diversified Financial Services,SE,"1.234.807,69 €",26.451
ROCK B,ROCKWOOL A/S Class B,"0,0329%",Building Materials: Other,DK,"1.225.156,97 €",3.173
ENG,Enagas SA,"0,0329%",Pipelines,ES,"1.224.703,62 €",86.674
INPST,InPost SA,"0,0328%",Delivery Services,LU,"1.221.162,15 €",73.965
ACKB,Ackermans & van Haaren NV,"0,0327%",Engineering and Contracting Services,BE,"1.215.885,60 €",7.464
GL9,Glanbia plc,"0,0324%",Food Products,IE,"1.207.620,81 €",64.201
ELI,Elia Group SA/NV,"0,0322%",Conventional Electricity,BE,"1.197.388,00 €",12.820
ABDN,abrdn plc,"0,032%",Asset Managers and Custodians,GB,"1.191.718,94 €",655.353
FDJ,La Francaise des Jeux SAEM,"0,0319%",Casinos and Gambling,FR,"1.187.515,84 €",36.029
IP,Interpump Group SPA,"0,0313%",Machinery: Industrial,IT,"1.166.323,16 €",27.086
NTGY,Naturgy Energy Group SA,"0,0308%",Gas Distribution,ES,"1.148.113,60 €",46.520
BZU,Buzzi SPA,"0,0305%",Cement,IT,"1.134.508,90 €",29.255
CLN,Clariant AG,"0,0303%",Chemicals: Diversified,CH,"1.128.902,28 €",76.779
INDU A,Industrivarden AB Class A,"0,0301%",Asset Managers and Custodians,SE,"1.119.639,74 €",34.272
STJ,St. James's Place plc,"0,0297%",Asset Managers and Custodians,GB,"1.106.145,08 €",188.783
IAG,International Consolidated Airlines Group SA (London Shares),"0,0296%",Airlines,ES,"1.102.831,68 €",548.620
AFX,Carl Zeiss Meditec AG,"0,0291%",Medical Equipment,DE,"1.083.604,65 €",12.801
LIGHT,Signify NV,"0,0291%",Building Materials: Other,NL,"1.083.347,16 €",43.473
,Sodexo SA,"0,0291%",Restaurants and Bars,FR,"1.081.876,80 €",12.624
A2A,A2A Spa,"0,029%",Conventional Electricity,IT,"1.081.046,32 €",560.418
BC,Brunello Cucinelli SPA,"0,029%",Clothing and Accessories,IT,"1.078.059,45 €",11.661
FPE3,FUCHS PETROLUB SE Preference Shares,"0,0288%",Specialty Chemicals,DE,"1.072.692,72 €",24.138
KGX,KION Group AG,"0,0287%",Machinery: Construction and Handling,DE,"1.069.782,64 €",24.844
WLN,Worldline SA/France,"0,0281%",Transaction Processing Services,FR,"1.044.986,25 €",85.305
VOE,voestalpine AG,"0,0279%",Iron and Steel,AT,"1.040.234,08 €",38.728
GRF,Grifols SA,"0,0279%",Biotechnology,ES,"1.038.980,62 €",111.383
HOLM B,Holmen AB,"0,0276%",Paper,SE,"1.027.546,15 €",26.700
REY,Reply SPA,"0,0271%",Consumer Digital Services,IT,"1.010.315,20 €",7.993
PIRC,Pirelli & C SPA,"0,0269%",Tires,IT,"999.702,51 €",164.533
GJF,Gjensidige Forsikring ASA,"0,0267%",Full Line Insurance,NO,"993.146,48 €",61.635
ANA,Acciona SA,"0,0264%",Construction,ES,"984.229,20 €",8.348
BCVN,Banque Cantonale Vaudoise,"0,0256%",Banks,CH,"953.436,73 €",9.824
TOM,TOMRA Systems ASA,"0,0254%",Machinery: Industrial,NO,"946.005,28 €",78.265
SOI,Soitec,"0,0249%",Semiconductors,FR,"928.515,00 €",8.365
HER,Hera SPA,"0,0246%",Multi-Utilities,IT,"914.835,57 €",269.863
BKW,Bkw AG,"0,0245%",Conventional Electricity,CH,"911.265,72 €",6.285
AXFO,Axfood AB,"0,0245%",Food Retailers and Wholesalers,SE,"910.979,55 €",37.320
HUSQ B,Husqvarna AB,"0,0244%",Household Equipment and Products,SE,"907.278,67 €",119.479
SWEC B,Sweco AB Class B,"0,0244%",Engineering and Contracting Services,SE,"906.812,25 €",70.432
COV,Covivio SA/France,"0,0243%",Office REITs,FR,"905.714,40 €",18.948
OCDO,Ocado Group plc,"0,0241%",Food Retailers and Wholesalers,GB,"898.006,43 €",204.949
JDEP,JDE Peet's NV,"0,024%",Soft Drinks,NL,"891.823,32 €",44.106
BMED,Banca Mediolanum SPA,"0,0238%",Diversified Financial Services,IT,"886.052,30 €",83.986
BANB,Bachem Holding AG,"0,0236%",Biotechnology,CH,"879.681,87 €",10.656
VAR,Var Energi ASA,"0,0236%",Offshore Drilling and Other Services,NO,"877.022,21 €",269.138
TIT,Telecom Italia SPA (Registered),"0,0235%",Telecommunications Services,IT,"873.786,98 €",3.610.690
NEOEN,Neoen SA,"0,0233%",Alternative Electricity,FR,"866.880,42 €",22.897
FR,Valeo SE,"0,0232%",Auto Parts,FR,"862.025,37 €",76.353
PLX,Pluxee NV,"0,0231%",Transaction Processing Services,NL,"858.561,25 €",29.863
IG,Italgas SPA,"0,0229%",Gas Distribution,IT,"853.938,01 €",173.989
SSAB B,SSAB AB Class B,"0,0227%",Iron and Steel,SE,"844.502,98 €",158.587
OCI,Oci Nv,"0,0225%",Fertilizers,NL,"836.728,34 €",33.389
VPK,Koninklijke Vopak NV,"0,0224%",Transportation Services,NL,"835.186,20 €",22.130
MF,Wendel SE,"0,0217%",Diversified Financial Services,FR,"809.399,25 €",8.919
DKSH,DKSH Holding AG,"0,0212%",Professional Business Support Services,CH,"790.422,00 €",12.649
SOLB,Solvay SA Class A,"0,0212%",Chemicals: Diversified,BE,"788.219,94 €",23.438
SCHB,Schibsted ASA Class B,"0,0211%",Consumer Digital Services,NO,"784.668,06 €",31.543
SSAB A,SSAB AB Class A,"0,0206%",Iron and Steel,SE,"765.200,45 €",143.130
TKA,thyssenkrupp AG,"0,0203%",Diversified Industrials,DE,"754.298,63 €",166.659
MAP,Mapfre SA,"0,0195%",Full Line Insurance,ES,"726.208,21 €",328.601
RBI,Raiffeisen Bank International AG,"0,0195%",Banks,AT,"724.108,32 €",42.796
SCHA,Schibsted ASA Class A,"0,0191%",Consumer Digital Services,NO,"712.823,14 €",26.732
HOT,Hochtief AG,"0,0191%",Construction,DE,"712.611,90 €",7.119
DIA,DiaSorin SPA,"0,0191%",Medical Equipment,IT,"710.191,32 €",7.178
UHRN,Swatch Group AG (Registered),"0,0185%",Luxury Items,CH,"687.291,23 €",17.902
RF,Eurazeo SE,"0,018%",Asset Managers and Custodians,FR,"670.221,00 €",8.676
,Engie SA,"0,0178%",Multi-Utilities,FR,"661.635,65 €",42.590
EMMN,Emmi AG,"0,0177%",Food Products,CH,"659.809,19 €",718
VOLCAR B,Volvo Car AB Class B,"0,0177%",Automobiles,SE,"659.687,08 €",214.433
ALLFG,Allfunds Group plc,"0,0176%",Financial Data Providers,GB,"654.961,39 €",119.737
RCO,Remy Cointreau SA,"0,0174%",Distillers and Vintners,FR,"646.978,50 €",7.567
FRA,Fraport AG Frankfurt Airport Services Worldwide,"0,017%",Transportation Services,DE,"631.890,00 €",11.900
DWS,DWS Group GmbH & Co. KGaA,"0,0167%",Asset Managers and Custodians,DE,"620.958,96 €",14.556
CTPNV,CTP NV,"0,0164%",Real Estate Holding and Development,NL,"611.924,14 €",37.267
8TRA,Traton SE,"0,0155%",Commercial Vehicles and Parts,DE,"578.692,50 €",17.670
GRF.P,Grifols SA Preference Shares,"0,0151%",Biotechnology,ES,"563.732,72 €",85.156
AAF,Airtel Africa plc,"0,0148%",Telecommunications Services,GB,"552.423,44 €",386.404
TITR,Telecom Italia SPA (Bearer),"0,0148%",Telecommunications Services,IT,"552.032,36 €",2.092.617
DEC,JCDecaux SE,"0,0148%",Media Agencies,FR,"551.300,20 €",25.289
,EURAZEO PRIME DE FIDELITE COMMON STOCK,"0,0144%",Asset Managers and Custodians,FR,"536.964,75 €",6.951
,SEB SA,"0,0135%",Household Equipment and Products,FR,"502.702,20 €",4.433
WCH,Wacker Chemie AG,"0,0133%",Chemicals: Diversified,DE,"494.520,70 €",4.853
AUTO,AutoStore Holdings Ltd.,"0,0129%",Machinery: Industrial,BM,"481.453,46 €",370.865
SK,SEB SA,"0,0127%",Household Equipment and Products,FR,"474.352,20 €",4.183
HLUN B,H Lundbeck A/S,"0,0125%",Pharmaceuticals,DK,"464.654,17 €",91.833
AYV,Ayvens SA,"0,0121%",Rental and Leasing Services: Consumer,FR,"451.188,40 €",65.723
FRES,Fresnillo plc,"0,0118%",Gold Mining,GB,"440.749,65 €",60.663
AKER,Aker ASA,"0,0115%",Diversified Financial Services,NO,"428.435,80 €",7.815
ANE,Corp ACCIONA Energias Renovables SA,"0,0114%",Alternative Electricity,ES,"423.827,00 €",19.805
RRTL,RTL Group SA,"0,0106%",Radio and TV Broadcasters,LU,"392.831,25 €",12.775
FIE,Fielmann Group AG,"0,0102%",Specialty Retailers,DE,"380.042,30 €",8.657
FPE,FUCHS SE,"0,0098%",Specialty Chemicals,DE,"364.122,45 €",10.539
SIX2,Sixt SE,"0,0095%",Rental and Leasing Services: Consumer,DE,"354.757,00 €",4.705
TKA,Telekom Austria AG Class A,"0,0093%",Telecommunications Services,AT,"345.019,07 €",39.703
SIX3,Sixt SE Preference Shares,"0,0083%",Rental and Leasing Services: Consumer,DE,"308.098,00 €",5.222
DWNI,Deutsche Wohnen SE,"0,0078%",Real Estate Holding and Development,DE,"289.353,50 €",16.165
PCO,Pepco Group NV,"0,0073%",Diversified Retailers,NL,"271.573,07 €",47.746
FCC,Fomento de Construcciones y Contratas SA,"0,0054%",Construction,ES,"199.593,52 €",13.324
SHB B,Svenska Handelsbanken AB Class B,"0,0053%",Banks,SE,"195.769,69 €",18.427
,SODEXO PRIME DE FIDELITE 2027 COMMON STOCK,"0,0048%",Restaurants and Bars,FR,"179.455,80 €",2.094
SVITZR,Svitzer A/S,"0,0045%",Transportation Services,DK,"167.903,84 €",4.647
SRT,Sartorius AG,"0,0036%",Medical Equipment,DE,"135.108,00 €",695
SAGA D,Sagax AB,"0,0035%",Real Estate Holding and Development,SE,"128.873,21 €",46.198
HLUN A,H Lundbeck A/S Class A,"0,0033%",Pharmaceuticals,DK,"123.924,48 €",27.469
SCA A,Svenska Cellulosa AB SCA Class A,"0,0033%",Forestry,SE,"121.848,77 €",8.535
SEB C,Skandinaviska Enskilda Banken AB Class C,"0,0028%",Banks,SE,"103.101,31 €",7.714
,EURAZEO COMMON STOCK,"0,0025%",Asset Managers and Custodians,FR,"93.472,50 €",1.210
EVR,Evraz plc,"0,00%",Iron and Steel,GB,"1,84 €",156.983
NMC,NMC Health plc,"0,00%",Health Care Facilities,GB,"0,22 €",19.032
